wavelength,S1,S2,S3,S4,S5,S6,S7,S8,S9,F1,F2
523.04,0.002138546086,,,,,,,,,,
523.06,0.002176269748,,,,,,,,,,
523.08,0.002200198926,,,,,,,,,,
523.1,0.002209242996,,,,,,,,,,
523.12,0.002202725121,,,,,,,,,,
523.14,0.002180370769,,,,,,,,,,
523.16,0.002142272754,,,,,,,,,,
523.18,0.002088837573,,,,,,,,,,
523.2,0.0020207534,,,,,,,,,,
523.22,0.001938966241,,,,,,,,,,
523.24,0.001844691987,,,,,,,,,,
523.26,0.001739386562,,,,,,,,,,
523.28,0.001624747871,,,,,,,,,,
523.3,0.001502698002,,,,,,,,,,
523.32,0.001375411952,,,,,,,,,,
523.34,0.001245251397,,,,,,,,,,
523.36,0.001114721383,,,,,,,,,,
523.38,0.0009863794166,,,,,,,,,,
523.4,0.0008628092822,,,,,,,,,,
523.42,0.0007464791441,,,,,,,,,,
523.44,0.0006396516754,,,,,,,,,,
523.46,0.0005442594359,,,,,,,,,,
523.48,0.0004618901869,,,,,,,,,,
523.5,0.0003936686172,,,,,,,,,,
523.52,0.0003402292416,,,,,,,,,,
523.54,0.0003016801007,,,,,,,,,,
523.56,0.0002776674623,,,,,,,,,,
523.58,0.0002673713659,,,,,,,,,,
523.6,0.0002695659679,,,,,,,,,,
523.62,0.0002826751675,,,,,,,,,,
523.64,0.0003048835382,,,,,,,,,,
523.66,0.0003341923445,,,,,,,,,,
523.68,0.0003685010381,,,,,,,,,,
523.7,0.0004056818048,,,,,,,,,,
523.72,0.000443675524,,,,,,,,,,
523.74,0.0004805511234,,,,,,,,,,
523.76,0.0005145725166,,,,,,,,,,
523.78,0.0005442627819,,,,,,,,,,
523.8,0.0005684741761,,,,,,,,,,
523.82,0.0005864317954,,,,,,,,,,
523.84,0.0005977685583,,,,,,,,,,
523.86,0.0006025483683,,,,,,,,,,
523.88,0.0006012763487,,,,,,,,,,
523.9,0.0005948760479,,,,,,,,,,
523.92,0.000584637514,,,,,,,,,,
523.94,0.000572148423,,,,,,,,,,
