wavelength,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36
9669.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94737,,,,,,
9699.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
9700,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48e-05,1.3e-05,0.000301,,0.000187,0.000108,7.92e-05,0.000161,0.000317,0.000176
9729.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95081,,,,,,
9759.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85384,,,,,,
9789.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75935,,,,,,
9800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00014,2.75e-05,2.18e-05,,1.71e-06,4.38e-05,0.000113,8.6e-05,0.000394,0.000272
9819.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70931,,,,,,
9849.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64254,,,,,,
9879.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49611,,,,,,
9900,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39e-05,6.28e-05,0.000183,,0.000256,0.00013,0.000344,0.000191,0.000106,0.000448
9909.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29613,,,,,,
9939.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13405,,,,,,
9969.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05389,,,,,,
9999.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0207,,,,,,
10000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000128,0.000166,0.00012,,0.000165,0.000552,0.000498,0.000956,0.000323,0.000786
10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,
10100,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000264,0.000455,0.000438,0.000341,0.000452,0.000927,0.00154,0.00127,0.000428,0.00152
10200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000113,0.000145,0.000233,9.6e-05,0.000872,0.000536,0.000183,0.000443,0.000548,5.59e-05
10300,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000102,0.000177,6.77e-05,0.000623,6.71e-05,0.000226,0.000105,0.000605,0.000165,0.000517
10400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,2.53e-05,7.78e-05,0.000138,0.00116,0.000504,0.00027,0.00052,0.000569,0.000591
10500,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54e-05,0.000164,0.000129,0.000268,0.0087,6.61e-05,3.29e-05,8.31e-05,0.000374,0.00024
10520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,
10536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01599,,,,,
10560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03088,,,,,
10585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04719,,,,,
10600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,0.00013,3.65e-05,0.000306,,0.000142,0.000165,5.71e-05,0.000271,9.85e-05
10611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07499,,,,,
10635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11793,,,,,
10660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17309,,,,,
10685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23763,,,,,
10700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000115,1.06e-05,0.000216,2.46e-05,,0.000124,0.000118,0.000312,0.000701,0.000411
10710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3216,,,,,
10736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4172,,,,,
10761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52388,,,,,
10785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63635,,,,,
10800,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15e-05,0.000172,0.000194,0.000349,,0.000473,0.000205,0.00034,0.000207,0.000194
10810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75168,,,,,
10836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83645,,,,,
10860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88699,,,,,
10886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88901,,,,,
10900,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93e-05,0.000121,0.000113,0.00038,,0.000801,0.000282,1.5e-05,0.000139,0.000282
10910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88017,,,,,
10935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902,,,,,
10960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92273,,,,,
10985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94456,,,,,
11000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07e-05,3.12e-05,0.000129,0.000242,,4.97e-05,7.38e-05,2.28e-05,0.000129,3.89e-06
11010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96972,,,,,
11035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98329,,,,,
11060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99826,,,,,
11085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11100,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92e-05,0.000119,0.000142,0.000131,,0.000512,9.01e-05,8.08e-05,0.000443,0.000528
11110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98673,,,,,
11136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91784,,,,,
11160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857,,,,,
11186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80268,,,,,
11200,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1e-05,1.53e-05,0.000209,0.000181,,0.00028,0.000354,0.00052,0.000105,3.09e-05
11211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75545,,,,,
11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7145,,,,,
11260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64872,,,,,
11285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56344,,,,,
11300,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33e-05,0.000159,6.64e-05,0.000309,,0.000334,0.0002,0.000242,0.000361,0.000121
11311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45827,,,,,
11335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3509,,,,,
11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26375,,,,,
11386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19202,,,,,
11400,,,,,,,,,,,,,,,,,,,,,,,,,,,7e-05,0.000114,9e-05,7.35e-05,,0.000879,0.00057,1.91e-05,7.52e-05,0.000412
11411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13619,,,,,
11435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09154,,,,,
11461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05988,,,,,
11486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03779,,,,,
11500,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99e-05,7.58e-05,8.97e-05,4.64e-05,,0.00212,0.000395,0.000873,0.000632,0.000396
11510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0212,,,,,
11535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01661,,,,,
11560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01001,,,,,
11585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01087,,,,,
11592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,
11600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000113,0.000135,0.000127,4.22e-05,0.00513,0.0066,0.000164,0.000654,0.000644,0.000749
11654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
11673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01789,,,,
11698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04422,,,,
11700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000165,0.000118,0.000184,0.000303,0.00129,,9.65e-05,0.00035,0.000515,4.07e-05
11723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10172,,,,
11748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21701,,,,
11773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40112,,,,
11798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63848,,,,
11800,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77e-05,2.36e-05,1.26e-05,0.000192,6.47e-06,,0.00033,0.000166,0.000468,9.41e-06
11823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84646,,,,
11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97222,,,,
11873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
11898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99376,,,,
11900,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95e-05,3.29e-05,5.2e-06,0.000131,6.55e-05,,7.96e-05,0.000235,0.000173,0.00012
11923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98614,,,,
11948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97811,,,,
11973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96921,,,,
11998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94901,,,,
12000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000208,0.000156,0.000301,0.000402,9.53e-05,,7.66e-05,0.000233,0.000656,9.73e-05
12023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94454,,,,
12048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94497,,,,
12073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95235,,,,
12098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97358,,,,
12100,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000152,1.15e-05,7.86e-05,0.000386,0.000355,,0.000272,6.6e-05,0.000826,0.000114
12123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96415,,,,
12148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95407,,,,
12173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94081,,,,
12198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93503,,,,
12200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000179,0.000102,0.000229,0.000166,0.000168,,4.5e-05,0.000115,0.000532,0.000449
12223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8877,,,,
12248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82068,,,,
12273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7236,,,,
12298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57927,,,,
12300,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81e-05,9.4e-05,8.38e-05,0.0001,0.000155,,0.000174,0.000129,0.000355,0.000369
12323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39177,,,,
12348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21122,,,,
12373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09508,,,,
12398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03872,,,,
12400,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25e-05,2.62e-05,0.000163,0.000136,0.000468,,0.000359,0.000409,8.44e-05,0.00039
12423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01806,,,,
12448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01016,,,,
12451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
12500,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15e-05,9.59e-05,0.000113,0.000427,1.81e-05,0.00291,0.000335,0.000598,7.94e-05,0.000304
12600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000166,5.37e-05,0.000192,0.000244,7.89e-05,0.000656,7.2e-05,0.000103,8.71e-05,0.000399
12700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000117,0.000101,0.000226,0.000437,0.000743,0.000883,3.48e-05,0.00113,0.00122,0.000846
12800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000223,0.000241,0.000136,0.000291,0.000232,0.000206,0.00049,0.000311,0.000779,8.26e-05
12900,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32e-05,0.000156,0.000244,0.000459,0.000202,0.000413,0.00145,0.000177,0.000539,2.76e-05
13000,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61e-05,4.46e-05,0.000232,0.000134,0.000426,3.02e-05,0.00537,5.12e-06,0.000785,0.000842
13059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,
13067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01151,,,
13087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01967,,,
13100,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56e-05,8.43e-05,7.74e-05,0.000155,0.000224,0.000377,,0.0022,0.000557,2.95e-05
13107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03199,,,
13127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05501,,,
13147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09772,,,
13167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17751,,,
13187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30923,,,
13200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000448,0.000188,0.000389,0.000649,0.000172,0.000449,,0.00563,0.00112,0.00057
13207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4943,,,
13227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69495,,,
13247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86001,,,
13267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95428,,,
13287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99411,,,
13300,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000425,6.43e-05,0.000382,0.000114,0.000303,0.000769,,0.0114,0.00064,0.00022
13307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
13327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98842,,,
13347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97494,,,
13349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
13367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96978,0.01352,,
13387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95917,0.02113,,
13400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00102,0.00035,0.000333,0.000194,0.000837,0.00106,,,0.00109,0.00013
13407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94754,0.03232,,
13427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92908,0.0523,,
13447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91261,0.08846,,
13467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87536,0.15589,,
13487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79253,0.27504,,
13500,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000986,0.00057,0.000366,0.000512,0.000275,0.000482,,,0.00558,0.000899
13506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45513,,
13507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65185,,,
13526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66318,,
13527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47085,,,
13546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84401,,
13547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30334,,,
13566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9436,,
13567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18015,,,
13586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96076,,
13587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10058,,,
13600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00103,0.00037,0.000266,0.00146,0.000352,0.000311,,,0.0196,0.00218
13606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94462,,
13607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05743,,,
13610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01255,
13626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93767,,
13627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03281,,0.01509,
13637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01944,
13647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01943,0.94433,,
13648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02438,
13657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03091,
13666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959,,
13667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01202,,0.04121,
13677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05413,
13680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,
13686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97781,,
13687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07253,
13697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09651,
13700,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00102,0.000136,0.00046,0.000239,0.00119,0.00147,0.00697,,,0.00117
13706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99046,,
13707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13151,
13717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17733,
13727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994,0.24062,
13737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31609,
13747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4041,
13757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50156,
13766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99892,,
13767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60685,
13777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70857,
13786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9881,,
13787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80361,
13797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88059,
13800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000512,0.000251,0.00012,0.00126,0.000751,0.000101,0.00139,,,0.00672
13806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93575,,
13807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94061,
13817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97663,
13827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81439,0.99633,
13837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
13847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63187,0.99927,
13857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99484,
13866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43391,,
13867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99248,
13877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99408,
13883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
13886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26739,,
13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99274,
13897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944,
13900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,0.000344,0.000503,5.12e-05,8.5e-05,0.000966,2.18e-05,,,
13903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01467
13907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15145,0.99808,
13917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99614,
13923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02197
13926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0851,,
13927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99807,
13937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99362,
13943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03675
13946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04942,,
13947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99077,
13957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98621,
13963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05967
13966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02959,,
13967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98691,
13977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98639,
13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0966
13986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01764,,
13987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98674,
13997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98919,
14000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000281,0.000347,0.000219,0.000169,0.000103,0.000632,0.00181,,,
14003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1641
14007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01186,0.99033,
14017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.98608,
14023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2738
14027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97428,
14037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94751,
14042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43274
14047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90595,
14057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84251,
14063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62603
14067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76218,
14077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67459,
14083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80758
14087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57035,
14097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47145,
14100,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76e-05,5.33e-06,7.37e-05,0.00026,0.00106,0.000346,0.000894,0.00341,,
14102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93192
14107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37849,
14117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29178,
14123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98983
14127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22096,
14137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16459,
14143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
14147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12111,
14157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08892,
14163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98987
14167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06679,
14177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487,
14183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96646
14187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03689,
14197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02845,
14200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000552,0.000657,0.000418,0.00156,0.00145,0.000137,0.00108,0.00143,,
14203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94249
14207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02095,
14217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01679,
14222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92166
14227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01293,
14236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
14243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90489
14263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89491
14283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89455
14300,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000278,0.00146,0.000429,0.000763,0.000861,0.00188,1.36e-05,0.0015,0.00286,
14303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89741
14323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88452
14342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83066
14363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71582
14383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55772
14400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000263,0.00111,0.000653,0.00166,0.00241,0.001,0.00043,0.000104,0.00107,
