wavelength,Oa01,Oa02,Oa03,Oa04,Oa05,Oa06,Oa07,Oa08,Oa09,Oa10,Oa11,Oa12,Oa13,Oa14,Oa15,Oa16,Oa17,Oa18,Oa19,Oa20,Oa21
416.5097351,,0.6387428045,,,,,,,,,,,,,,,,,,,
416.6036072,,0.5910291076,,,,,,,,,,,,,,,,,,,
416.6968994,,0.5413495302,,,,,,,,,,,,,,,,,,,
416.7917175,,0.4906120598,,,,,,,,,,,,,,,,,,,
416.8848572,,0.4397815168,,,,,,,,,,,,,,,,,,,
416.9786377,,0.3898079097,,,,,,,,,,,,,,,,,,,
417.0721741,,0.341581136,,,,,,,,,,,,,,,,,,,
417.1668091,,0.2958798707,,,,,,,,,,,,,,,,,,,
417.2601624,,0.2533343136,,,,,,,,,,,,,,,,,,,
417.3539124,,0.2144037187,,,,,,,,,,,,,,,,,,,
417.4475098,,0.1793724298,,,,,,,,,,,,,,,,,,,
417.5419922,,0.1483580023,,,,,,,,,,,,,,,,,,,
417.6352844,,0.1213290989,,,,,,,,,,,,,,,,,,,
417.7291565,,0.09813053161,,,,,,,,,,,,,,,,,,,
417.8226318,,0.07850963622,,,,,,,,,,,,,,,,,,,
417.9172058,,0.06214832142,,,,,,,,,,,,,,,,,,,
418.0105591,,0.04869000986,,,,,,,,,,,,,,,,,,,
418.1043701,,0.03776418418,,,,,,,,,,,,,,,,,,,
418.197937,,0.02900590934,,,,,,,,,,,,,,,,,,,
418.2923279,,0.02206966467,,,,,,,,,,,,,,,,,,,
418.3857117,,0.0166392941,,,,,,,,,,,,,,,,,,,
418.4795837,,0.01243447233,,,,,,,,,,,,,,,,,,,
418.5731812,,0.009212674573,,,,,,,,,,,,,,,,,,,
418.6676331,,0.006768819876,,,,,,,,,,,,,,,,,,,
418.7610168,,0.004932822194,,,,,,,,,,,,,,,,,,,
418.8547668,,0.003566141473,,,,,,,,,,,,,,,,,,,
418.9484863,,0.00255784695,,,,,,,,,,,,,,,,,,,
419.0427551,,0.001820372418,,,,,,,,,,,,,,,,,,,
419.1362305,,0.001285516541,,,,,,,,,,,,,,,,,,,
419.2299805,,0.0009008069756,,,,,,,,,,,,,,,,,,,
419.3236389,,0.0006263492396,,,,,,,,,,,,,,,,,,,
419.4179077,,0.000432128727,,,,,,,,,,,,,,,,,,,
419.5114136,,0.0002957969846,,,,,,,,,,,,,,,,,,,
419.6051331,,0.0002008722222,,,,,,,,,,,,,,,,,,,
419.6989441,,0.0001353176631,,,,,,,,,,,,,,,,,,,
419.7931519,,9.041724843e-05,,,,,,,,,,,,,,,,,,,
419.8865662,,5.991898433e-05,,,,,,,,,,,,,,,,,,,
419.9804077,,3.937744259e-05,,,,,,,,,,,,,,,,,,,
420.0742798,,2.565998693e-05,,,,,,,,,,,,,,,,,,,
420.1682739,,1.657857865e-05,,,,,,,,,,,,,,,,,,,
420.2618103,,1.061889361e-05,,,,,,,,,,,,,,,,,,,
420.3555603,,6.742409369e-06,,,,,,,,,,,,,,,,,,,
420.4494629,,4.243458079e-06,,,,,,,,,,,,,,,,,,,
420.543335,,2.647073416e-06,,,,,,,,,,,,,,,,,,,
420.6370544,,1.636539423e-06,,,,,,,,,,,,,,,,,,,
420.7307739,,1.002719046e-06,,,,,,,,,,,,,,,,,,,
420.8247375,,6.088408782e-07,,,,,,,,,,,,,,,,,,,
420.9185791,,3.663413111e-07,,,,,,,,,,,,,,,,,,,
421.0121765,,2.184284114e-07,,,,,,,,,,,,,,,,,,,
421.105957,,1.290512586e-07,,,,,,,,,,,,,,,,,,,
421.2000427,,7.554981352e-08,,,,,,,,,,,,,,,,,,,
433.5885925,,,6.274304098e-08,,,,,,,,,,,,,,,,,,
433.6833496,,,1.085469421e-07,,,,,,,,,,,,,,,,,,
433.7779846,,,1.860123291e-07,,,,,,,,,,,,,,,,,,
433.8707581,,,3.157568926e-07,,,,,,,,,,,,,,,,,,
433.9647522,,,5.309625521e-07,,,,,,,,,,,,,,,,,,
